census_t_1,quarter,year.x,total,econ_crime,violent_crime,drug_crime,no_units,pop,crime_rate,stock_units,adj_population,crime_rate_adj
17031010300,1,2006,79,54,6,19,0,6649,11.881485937735,0,6649,11.881485937735
17031010300,2,2006,72,58,3,11,0,6649,10.828696044518,0,6649,10.828696044518
17031010300,3,2006,100,77,3,20,0,6649,15.0398556173861,0,6649,15.0398556173861
17031010300,4,2006,84,69,5,10,0,6649,12.6334787186043,0,6649,12.6334787186043
17031010300,1,2007,71,48,8,15,0,6649,10.6782974883441,0,6649,10.6782974883441
17031010300,2,2007,72,59,1,12,0,6649,10.828696044518,0,6649,10.828696044518
17031010300,3,2007,71,55,9,7,0,6649,10.6782974883441,0,6649,10.6782974883441
17031010300,4,2007,97,69,8,19,0,6649,14.5886599488645,0,6649,14.5886599488645
17031010300,1,2008,47,28,6,13,0,6649,7.06873214017146,0,6649,7.06873214017146
17031010300,2,2008,77,56,7,14,0,6649,11.5806888253873,0,6649,11.5806888253873
17031010300,3,2008,73,56,4,13,0,6649,10.9790946006918,0,6649,10.9790946006918
17031010300,4,2008,58,44,5,9,0,6649,8.72311625808392,0,6649,8.72311625808392
17031010300,1,2009,43,29,5,9,0,6649,6.46713791547601,0,6649,6.46713791547601
17031010300,2,2009,66,51,6,9,0,6649,9.92630470747481,0,6649,9.92630470747481
17031010300,3,2009,71,55,6,10,0,6649,10.6782974883441,0,6649,10.6782974883441
17031010300,4,2009,50,41,2,7,0,6649,7.51992780869304,0,6649,7.51992780869304
17031010300,1,2010,58,32,7,19,0,6649,8.72311625808392,0,6649,8.72311625808392
17031010300,2,2010,70,59,1,10,0,6649,10.5278989321703,0,6649,10.5278989321703
17031010300,3,2010,61,44,3,14,0,6649,9.1743119266055,0,6649,9.1743119266055
17031010300,4,2010,46,37,4,5,0,6649,6.91833358399759,0,6649,6.91833358399759
17031010400,1,1999,27,23,3,1,0,5325,5.07042253521127,0,5325,5.07042253521127
17031010400,2,1999,30,22,5,3,0,5325,5.63380281690141,0,5325,5.63380281690141
17031010400,3,1999,37,27,5,5,0,5325,6.94835680751174,0,5325,6.94835680751174
17031010400,4,1999,36,31,2,3,0,5325,6.76056338028169,0,5325,6.76056338028169
17031010400,1,2000,23,21,0,2,0,5325,4.31924882629108,0,5325,4.31924882629108
17031010400,2,2000,39,31,2,6,0,5325,7.32394366197183,0,5325,7.32394366197183
17031010400,3,2000,45,37,4,4,0,5325,8.45070422535211,0,5325,8.45070422535211
17031010400,4,2000,19,18,1,0,0,5325,3.56807511737089,0,5325,3.56807511737089
17031010400,1,2001,19,16,1,2,0,5325,3.56807511737089,0,5325,3.56807511737089
17031010400,2,2001,38,29,5,4,0,5325,7.13615023474178,0,5325,7.13615023474178
17031010400,3,2001,39,34,3,2,0,5325,7.32394366197183,0,5325,7.32394366197183
17031010400,4,2001,30,21,1,8,0,5325,5.63380281690141,0,5325,5.63380281690141
17031010400,1,2002,24,14,4,6,0,5325,4.50704225352113,0,5325,4.50704225352113
17031010400,2,2002,36,29,2,5,0,5325,6.76056338028169,0,5325,6.76056338028169
17031010400,3,2002,40,38,2,0,0,5325,7.51173708920188,0,5325,7.51173708920188
17031010400,4,2002,29,25,3,1,0,5325,5.44600938967136,0,5325,5.44600938967136
17031010400,1,2003,32,27,3,2,0,5325,6.0093896713615,0,5325,6.0093896713615
17031010400,2,2003,29,22,2,5,0,5325,5.44600938967136,0,5325,5.44600938967136
17031010400,3,2003,36,27,1,8,0,5325,6.76056338028169,0,5325,6.76056338028169
17031010400,4,2003,27,23,3,1,0,5325,5.07042253521127,0,5325,5.07042253521127
17031010400,1,2004,22,18,0,4,0,5325,4.13145539906103,0,5325,4.13145539906103
17031010400,2,2004,33,27,3,3,0,5325,6.19718309859155,0,5325,6.19718309859155
17031010400,3,2004,47,37,4,6,0,5325,8.82629107981221,0,5325,8.82629107981221
17031010400,4,2004,26,23,2,1,0,5325,4.88262910798122,0,5325,4.88262910798122
17031010400,1,2005,28,22,0,6,0,5325,5.25821596244131,0,5325,5.25821596244131
17031010400,2,2005,26,22,1,3,0,5325,4.88262910798122,0,5325,4.88262910798122
17031010400,3,2005,38,26,2,10,0,5325,7.13615023474178,0,5325,7.13615023474178
17031010400,4,2005,20,18,1,1,0,5325,3.75586854460094,0,5325,3.75586854460094
17031010400,1,2006,11,9,1,1,0,5325,2.06572769953052,0,5325,2.06572769953052
17031010400,2,2006,24,18,1,5,0,5325,4.50704225352113,0,5325,4.50704225352113
17031010400,3,2006,29,20,1,8,0,5325,5.44600938967136,0,5325,5.44600938967136
17031010400,4,2006,19,12,1,6,0,5325,3.56807511737089,0,5325,3.56807511737089
