monthofyear,year,tractce10,total,econ_crime,violent_crime,drug_crime
9,2009,838800,32,26,6,9
10,2009,838800,36,29,7,8
11,2009,838800,37,32,5,4
12,2009,838800,39,37,2,9
1,2010,838800,36,28,8,1
2,2010,838800,23,22,1,12
3,2010,838800,30,28,2,9
4,2010,838800,27,25,2,15
5,2010,838800,30,27,3,4
6,2010,838800,31,25,6,7
7,2010,838800,24,21,3,6
8,2010,838800,26,22,4,5
9,2010,838800,23,20,3,5
10,2010,838800,32,22,10,4
11,2010,838800,26,21,5,4
12,2010,838800,22,19,3,3
1,2011,838800,22,19,3,11
2,2011,838800,7,7,0,14
1,1999,530600,22,17,5,9
2,1999,530600,8,7,1,14
3,1999,530600,19,15,4,10
4,1999,530600,17,10,7,7
5,1999,530600,25,21,4,7
6,1999,530600,25,23,2,5
7,1999,530600,22,19,3,7
8,1999,530600,32,21,11,8
9,1999,530600,15,7,8,3
10,1999,530600,16,16,0,8
11,1999,530600,24,19,5,4
12,1999,530600,21,20,1,6
1,2000,530600,15,11,4,1
2,2000,530600,10,8,2,4
3,2000,530600,20,15,5,8
4,2000,530600,11,7,4,8
5,2000,530600,26,21,5,9
6,2000,530600,15,8,7,5
7,2000,530600,21,13,8,7
8,2000,530600,21,15,6,7
9,2000,530600,19,13,6,8
10,2000,530600,31,26,5,9
11,2000,530600,21,14,7,3
12,2000,530600,18,9,9,5
1,2001,530600,19,16,3,10
2,2001,530600,17,12,5,7
3,2001,530600,19,9,10,4
4,2001,530600,22,15,7,3
5,2001,530600,28,20,8,7
6,2001,530600,18,17,1,9
7,2001,530600,24,16,8,5
8,2001,530600,21,16,5,8
9,2001,530600,30,15,15,1
10,2001,530600,19,13,6,3
11,2001,530600,25,18,7,3
12,2001,530600,17,14,3,4
1,2002,530600,22,19,3,6
2,2002,530600,12,11,1,7
3,2002,530600,20,16,4,5
4,2002,530600,18,15,3,9
5,2002,530600,26,21,5,4
6,2002,530600,23,17,6,9
7,2002,530600,29,22,7,6
8,2002,530600,32,23,9,7
9,2002,530600,24,15,9,0
10,2002,530600,19,12,7,2
11,2002,530600,10,9,1,2
12,2002,530600,20,14,6,4
1,2003,530600,17,12,5,6
2,2003,530600,13,13,0,3
3,2003,530600,14,11,3,2
4,2003,530600,28,17,11,4
5,2003,530600,21,11,10,5
6,2003,530600,21,10,11,4
7,2003,530600,36,24,12,5
8,2003,530600,26,20,6,3
9,2003,530600,24,19,5,2
10,2003,530600,18,14,4,9
11,2003,530600,25,21,4,4
12,2003,530600,20,17,3,8
1,2004,530600,19,16,3,7
2,2004,530600,17,13,4,4
3,2004,530600,21,20,1,7
4,2004,530600,25,19,6,5
5,2004,530600,17,12,5,7
6,2004,530600,19,16,3,9
7,2004,530600,27,20,7,17
8,2004,530600,34,28,6,6
9,2004,530600,22,18,4,7
10,2004,530600,17,14,3,4
11,2004,530600,26,18,8,4
12,2004,530600,17,16,1,4
1,2005,530600,22,21,1,9
2,2005,530600,22,20,2,8
3,2005,530600,17,15,2,13
4,2005,530600,19,19,0,6
5,2005,530600,25,23,2,22
6,2005,530600,23,19,4,4
7,2005,530600,25,18,7,4
8,2005,530600,26,19,7,4
9,2005,530600,32,27,5,7
10,2005,530600,25,19,6,16
11,2005,530600,30,25,5,13
12,2005,530600,25,20,5,8
1,2006,530600,20,19,1,8
2,2006,530600,19,17,2,8
3,2006,530600,38,35,3,4
4,2006,530600,26,22,4,7
5,2006,530600,21,15,6,10
6,2006,530600,31,22,9,4
7,2006,530600,20,17,3,7
8,2006,530600,24,22,2,7
9,2006,530600,23,17,6,2
10,2006,530600,21,17,4,2
11,2006,530600,22,18,4,6
12,2006,530600,23,22,1,11
1,2007,530600,23,23,0,8
2,2007,530600,15,13,2,16
3,2007,530600,15,9,6,15
4,2007,530600,19,17,2,7
5,2007,530600,37,35,2,8
6,2007,530600,33,28,5,4
7,2007,530600,38,36,2,3
8,2007,530600,31,26,5,7
9,2007,530600,25,18,7,9
10,2007,530600,17,12,5,12
11,2007,530600,14,14,0,5
12,2007,530600,11,8,3,14
1,2008,530600,21,20,1,2
2,2008,530600,20,20,0,1
3,2008,530600,11,10,1,6
4,2008,530600,19,13,6,3
5,2008,530600,27,22,5,4
6,2008,530600,19,15,4,5
7,2008,530600,34,29,5,4
8,2008,530600,40,37,3,1
9,2008,530600,23,17,6,5
10,2008,530600,22,17,5,4
11,2008,530600,15,15,0,0
12,2008,530600,16,14,2,2
1,2009,530600,20,18,2,7
2,2009,530600,18,16,2,5
3,2009,530600,20,15,5,6
4,2009,530600,17,15,2,5
5,2009,530600,21,16,5,8
6,2009,530600,15,13,2,5
7,2009,530600,31,25,6,6
8,2009,530600,36,31,5,3
9,2009,530600,13,11,2,5
10,2009,530600,13,11,2,5
11,2009,530600,14,14,0,10
12,2009,530600,17,15,2,4
1,2010,530600,13,9,4,5
2,2010,530600,18,18,0,7
3,2010,530600,27,20,7,6
4,2010,530600,18,15,3,2
5,2010,530600,23,17,6,2
6,2010,530600,17,14,3,1
7,2010,530600,27,20,7,4
8,2010,530600,27,24,3,4
9,2010,530600,12,9,3,9
10,2010,530600,18,15,3,6
11,2010,530600,13,11,2,5
12,2010,530600,19,16,3,6
1,2011,530600,17,15,2,12
2,2011,530600,19,14,5,7
1,1999,530502,2,1,1,1
2,1999,530502,6,6,0,0
3,1999,530502,6,6,0,1
4,1999,530502,5,4,1,2
5,1999,530502,6,4,2,2
6,1999,530502,8,7,1,1
7,1999,530502,14,4,10,0
8,1999,530502,9,9,0,2
9,1999,530502,13,9,4,4
10,1999,530502,11,8,3,0
11,1999,530502,3,2,1,0
12,1999,530502,4,3,1,2
1,2000,530502,7,5,2,1
2,2000,530502,13,11,2,2
3,2000,530502,5,4,1,0
4,2000,530502,11,9,2,1
5,2000,530502,9,4,5,2
6,2000,530502,3,3,0,2
7,2000,530502,13,10,3,3
8,2000,530502,7,6,1,1
9,2000,530502,14,12,2,3
10,2000,530502,8,4,4,0
11,2000,530502,10,8,2,0
12,2000,530502,9,7,2,0
1,2001,530502,2,2,0,1
2,2001,530502,2,2,0,0
3,2001,530502,9,5,4,2
4,2001,530502,3,2,1,1
5,2001,530502,12,8,4,0
6,2001,530502,5,2,3,1
7,2001,530502,3,1,2,0
8,2001,530502,6,4,2,3
9,2001,530502,12,9,3,0
10,2001,530502,8,8,0,1
11,2001,530502,7,5,2,0
12,2001,530502,12,10,2,3
1,2002,530502,6,6,0,1
2,2002,530502,3,2,1,2
3,2002,530502,6,6,0,1
4,2002,530502,9,5,4,2
5,2002,530502,8,6,2,4
6,2002,530502,8,6,2,6
7,2002,530502,11,9,2,2
8,2002,530502,10,8,2,2
9,2002,530502,8,7,1,0
10,2002,530502,10,7,3,1
11,2002,530502,5,5,0,0
12,2002,530502,8,7,1,3
1,2003,530502,3,2,1,0
2,2003,530502,7,6,1,0
3,2003,530502,9,6,3,2
4,2003,530502,4,1,3,4
5,2003,530502,7,5,2,4
6,2003,530502,18,11,7,2
7,2003,530502,9,6,3,1
8,2003,530502,6,5,1,1
9,2003,530502,10,7,3,0
10,2003,530502,11,6,5,0
11,2003,530502,3,3,0,0
12,2003,530502,6,5,1,0
1,2004,530502,5,4,1,2
2,2004,530502,2,2,0,0
3,2004,530502,3,3,0,4
4,2004,530502,8,5,3,0
5,2004,530502,3,3,0,0
6,2004,530502,6,5,1,0
7,2004,530502,9,6,3,2
8,2004,530502,7,7,0,1
9,2004,530502,8,6,2,1
10,2004,530502,6,5,1,0
11,2004,530502,6,6,0,3
12,2004,530502,6,6,0,1
1,2005,530502,8,6,2,4
2,2005,530502,5,5,0,0
3,2005,530502,4,4,0,1
4,2005,530502,8,7,1,2
5,2005,530502,11,8,3,1
6,2005,530502,5,3,2,0
7,2005,530502,9,7,2,3
8,2005,530502,9,4,5,0
9,2005,530502,7,4,3,1
10,2005,530502,9,7,2,1
11,2005,530502,6,5,1,3
12,2005,530502,4,3,1,2
1,2006,530502,9,8,1,1
2,2006,530502,5,4,1,0
3,2006,530502,6,6,0,0
4,2006,530502,9,8,1,2
5,2006,530502,9,9,0,2
6,2006,530502,4,4,0,4
7,2006,530502,6,6,0,1
8,2006,530502,6,6,0,1
9,2006,530502,4,4,0,2
10,2006,530502,8,4,4,1
11,2006,530502,7,6,1,1
12,2006,530502,4,4,0,2
1,2007,530502,8,8,0,2
2,2007,530502,4,3,1,3
3,2007,530502,6,4,2,3
4,2007,530502,3,3,0,0
5,2007,530502,6,5,1,0
6,2007,530502,9,6,3,5
7,2007,530502,7,6,1,2
8,2007,530502,15,12,3,0
9,2007,530502,4,4,0,0
10,2007,530502,6,6,0,0
11,2007,530502,5,4,1,0
12,2007,530502,8,5,3,0
1,2008,530502,7,7,0,0
2,2008,530502,5,5,0,1
3,2008,530502,6,6,0,1
4,2008,530502,5,4,1,0
5,2008,530502,6,6,0,0
6,2008,530502,8,5,3,3
7,2008,530502,13,10,3,6
8,2008,530502,10,9,1,1
9,2008,530502,17,13,4,2
10,2008,530502,9,8,1,3
11,2008,530502,8,7,1,0
12,2008,530502,12,11,1,0
1,2009,530502,12,11,1,0
2,2009,530502,9,7,2,2
3,2009,530502,13,11,2,2
4,2009,530502,4,2,2,1
5,2009,530502,4,4,0,0
6,2009,530502,6,4,2,1
7,2009,530502,15,14,1,3
8,2009,530502,8,8,0,1
9,2009,530502,12,11,1,0
10,2009,530502,14,12,2,1
11,2009,530502,8,6,2,0
12,2009,530502,12,12,0,2
1,2010,530502,6,6,0,2
2,2010,530502,4,4,0,1
3,2010,530502,7,6,1,1
4,2010,530502,14,13,1,1
5,2010,530502,9,6,3,0
6,2010,530502,11,11,0,0
7,2010,530502,7,6,1,0
8,2010,530502,6,6,0,0
9,2010,530502,7,7,0,1
10,2010,530502,14,13,1,0
11,2010,530502,4,4,0,2
12,2010,530502,8,8,0,0
1,2011,530502,8,6,2,2
2,2011,530502,5,5,0,0
1,1999,821402,1,1,0,0
2,1999,821402,0,0,0,0
3,1999,821402,5,5,0,0
4,1999,821402,3,3,0,1
5,1999,821402,3,3,0,0
6,1999,821402,3,3,0,0
7,1999,821402,2,2,0,0
8,1999,821402,2,2,0,0
9,1999,821402,5,5,0,0
10,1999,821402,1,1,0,1
11,1999,821402,1,1,0,0
12,1999,821402,2,2,0,0
1,2000,821402,2,2,0,0
2,2000,821402,0,0,0,0
3,2000,821402,3,3,0,0
4,2000,821402,0,0,0,0
5,2000,821402,3,3,0,0
6,2000,821402,4,4,0,0
7,2000,821402,2,2,0,0
8,2000,821402,1,1,0,0
9,2000,821402,2,2,0,0
10,2000,821402,0,0,0,0
11,2000,821402,6,5,1,0
12,2000,821402,4,4,0,0
1,2001,821402,1,1,0,0
2,2001,821402,2,2,0,0
3,2001,821402,1,1,0,0
4,2001,821402,0,0,0,0
5,2001,821402,3,3,0,0
6,2001,821402,1,1,0,0
7,2001,821402,1,1,0,1
8,2001,821402,3,3,0,0
9,2001,821402,0,0,0,0
10,2001,821402,1,1,0,0
11,2001,821402,0,0,0,0
12,2001,821402,0,0,0,0
1,2002,821402,1,1,0,0
2,2002,821402,1,1,0,1
3,2002,821402,2,2,0,0
4,2002,821402,2,2,0,0
5,2002,821402,3,3,0,0
6,2002,821402,1,1,0,0
7,2002,821402,4,4,0,0
8,2002,821402,7,7,0,0
9,2002,821402,1,1,0,0
10,2002,821402,1,1,0,0
11,2002,821402,8,8,0,0
12,2002,821402,2,2,0,0
1,2003,821402,2,2,0,0
2,2003,821402,1,1,0,0
3,2003,821402,2,2,0,0
4,2003,821402,1,1,0,0
5,2003,821402,3,3,0,0
6,2003,821402,2,2,0,0
7,2003,821402,0,0,0,0
8,2003,821402,2,2,0,1
9,2003,821402,0,0,0,0
10,2003,821402,5,5,0,1
11,2003,821402,4,4,0,0
12,2003,821402,1,1,0,2
1,2004,821402,0,0,0,1
2,2004,821402,0,0,0,0
3,2004,821402,1,1,0,0
4,2004,821402,1,1,0,0
5,2004,821402,0,0,0,0
6,2004,821402,0,0,0,2
7,2004,821402,7,6,1,0
8,2004,821402,2,2,0,0
9,2004,821402,2,2,0,0
10,2004,821402,1,1,0,0
11,2004,821402,0,0,0,0
12,2004,821402,1,1,0,0
1,2005,821402,2,2,0,0
2,2005,821402,3,3,0,1
3,2005,821402,1,1,0,0
4,2005,821402,0,0,0,0
5,2005,821402,1,1,0,0
6,2005,821402,0,0,0,0
7,2005,821402,0,0,0,2
8,2005,821402,0,0,0,1
9,2005,821402,2,2,0,0
10,2005,821402,1,1,0,0
11,2005,821402,3,3,0,2
12,2005,821402,3,3,0,0
1,2006,821402,1,1,0,0
2,2006,821402,4,4,0,0
3,2006,821402,5,5,0,1
4,2006,821402,0,0,0,0
5,2006,821402,4,4,0,0
6,2006,821402,2,2,0,0
7,2006,821402,2,1,1,0
8,2006,821402,3,3,0,0
9,2006,821402,3,3,0,0
10,2006,821402,4,4,0,0
11,2006,821402,2,2,0,0
12,2006,821402,0,0,0,0
1,2007,821402,0,0,0,0
2,2007,821402,0,0,0,2
3,2007,821402,1,1,0,0
4,2007,821402,1,1,0,0
5,2007,821402,1,1,0,0
6,2007,821402,1,1,0,2
7,2007,821402,0,0,0,0
8,2007,821402,0,0,0,0
9,2007,821402,0,0,0,0
10,2007,821402,1,1,0,0
11,2007,821402,0,0,0,0
12,2007,821402,0,0,0,0
1,2008,821402,0,0,0,0
2,2008,821402,1,1,0,0
3,2008,821402,0,0,0,0
4,2008,821402,0,0,0,0
5,2008,821402,0,0,0,0
6,2008,821402,0,0,0,0
7,2008,821402,0,0,0,0
8,2008,821402,0,0,0,0
9,2008,821402,0,0,0,0
10,2008,821402,0,0,0,0
11,2008,821402,0,0,0,0
12,2008,821402,0,0,0,0
1,2009,821402,0,0,0,1
2,2009,821402,0,0,0,1
3,2009,821402,1,1,0,0
4,2009,821402,0,0,0,0
5,2009,821402,0,0,0,0
6,2009,821402,0,0,0,0
7,2009,821402,0,0,0,0
8,2009,821402,3,3,0,0
9,2009,821402,0,0,0,0
10,2009,821402,0,0,0,0
11,2009,821402,2,2,0,0
12,2009,821402,0,0,0,0
1,2010,821402,3,3,0,0
2,2010,821402,0,0,0,0
3,2010,821402,0,0,0,0
4,2010,821402,0,0,0,0
5,2010,821402,0,0,0,0
6,2010,821402,0,0,0,0
7,2010,821402,0,0,0,0
8,2010,821402,2,1,1,0
9,2010,821402,0,0,0,0
10,2010,821402,0,0,0,0
11,2010,821402,1,1,0,0
12,2010,821402,3,3,0,0
1,2011,821402,1,1,0,0
2,2011,821402,0,0,0,0
1,1999,530400,9,8,1,0
2,1999,530400,3,3,0,0
3,1999,530400,6,6,0,1
4,1999,530400,10,10,0,0
5,1999,530400,13,11,2,1
6,1999,530400,8,5,3,0
7,1999,530400,14,9,5,2
8,1999,530400,17,14,3,0
9,1999,530400,14,12,2,1
10,1999,530400,8,7,1,6
11,1999,530400,8,7,1,3
12,1999,530400,10,9,1,3
1,2000,530400,18,18,0,3
2,2000,530400,14,13,1,3
3,2000,530400,16,14,2,2
4,2000,530400,15,14,1,3
5,2000,530400,18,17,1,1
6,2000,530400,17,13,4,0
7,2000,530400,21,18,3,0
8,2000,530400,25,24,1,3
9,2000,530400,15,12,3,0
10,2000,530400,30,29,1,0
11,2000,530400,11,10,1,4
12,2000,530400,14,11,3,0
1,2001,530400,12,11,1,1
2,2001,530400,10,9,1,3
3,2001,530400,12,9,3,2
4,2001,530400,7,6,1,2
5,2001,530400,15,11,4,0
6,2001,530400,7,4,3,3
7,2001,530400,12,9,3,2
8,2001,530400,18,13,5,4
9,2001,530400,8,7,1,9
10,2001,530400,14,11,3,5
11,2001,530400,10,7,3,5
12,2001,530400,10,7,3,5
1,2002,530400,12,10,2,9
2,2002,530400,9,9,0,10
3,2002,530400,15,15,0,3
4,2002,530400,6,4,2,4
5,2002,530400,19,16,3,3
6,2002,530400,13,7,6,2
7,2002,530400,11,8,3,1
8,2002,530400,7,6,1,8
9,2002,530400,14,9,5,3
10,2002,530400,15,14,1,2
11,2002,530400,11,9,2,2
12,2002,530400,16,14,2,1
1,2003,530400,13,9,4,1
2,2003,530400,12,9,3,1
3,2003,530400,10,8,2,2
4,2003,530400,14,10,4,10
5,2003,530400,11,10,1,1
6,2003,530400,10,7,3,4
7,2003,530400,14,7,7,2
8,2003,530400,13,9,4,3
9,2003,530400,11,10,1,5
10,2003,530400,21,17,4,3
11,2003,530400,5,4,1,4
12,2003,530400,8,3,5,3
1,2004,530400,13,12,1,11
2,2004,530400,9,9,0,2
3,2004,530400,10,8,2,4
4,2004,530400,11,10,1,3
5,2004,530400,10,10,0,3
6,2004,530400,9,6,3,6
7,2004,530400,15,11,4,5
8,2004,530400,15,12,3,8
9,2004,530400,10,10,0,5
10,2004,530400,13,9,4,3
11,2004,530400,17,15,2,2
12,2004,530400,11,11,0,4
1,2005,530400,11,8,3,9
2,2005,530400,10,10,0,2
3,2005,530400,17,15,2,8
4,2005,530400,7,6,1,2
5,2005,530400,12,10,2,4
6,2005,530400,8,8,0,3
7,2005,530400,11,10,1,10
8,2005,530400,15,11,4,3
9,2005,530400,8,7,1,2
10,2005,530400,7,7,0,3
11,2005,530400,4,4,0,2
12,2005,530400,10,6,4,1
1,2006,530400,14,12,2,6
2,2006,530400,11,9,2,1
3,2006,530400,14,13,1,5
4,2006,530400,8,7,1,6
5,2006,530400,13,12,1,2
6,2006,530400,13,11,2,3
7,2006,530400,10,8,2,3
8,2006,530400,5,5,0,2
9,2006,530400,11,8,3,1
10,2006,530400,10,8,2,2
11,2006,530400,8,8,0,2
12,2006,530400,10,8,2,2
1,2007,530400,7,5,2,3
2,2007,530400,5,4,1,3
3,2007,530400,13,12,1,9
4,2007,530400,8,7,1,4
5,2007,530400,20,12,8,3
6,2007,530400,16,12,4,5
7,2007,530400,16,13,3,8
8,2007,530400,15,10,5,4
9,2007,530400,16,13,3,2
10,2007,530400,10,10,0,5
11,2007,530400,7,7,0,1
12,2007,530400,11,9,2,2
1,2008,530400,10,8,2,0
2,2008,530400,9,9,0,4
3,2008,530400,16,12,4,4
4,2008,530400,9,6,3,4
5,2008,530400,10,8,2,0
6,2008,530400,10,8,2,0
7,2008,530400,16,13,3,2
8,2008,530400,11,9,2,3
9,2008,530400,10,10,0,2
10,2008,530400,11,10,1,2
11,2008,530400,9,8,1,0
12,2008,530400,7,5,2,1
1,2009,530400,4,3,1,1
2,2009,530400,6,3,3,0
3,2009,530400,9,9,0,2
4,2009,530400,6,5,1,3
5,2009,530400,11,8,3,1
6,2009,530400,13,13,0,5
7,2009,530400,9,7,2,0
8,2009,530400,12,11,1,1
9,2009,530400,13,11,2,0
10,2009,530400,15,15,0,2
11,2009,530400,2,2,0,0
12,2009,530400,9,8,1,0
1,2010,530400,7,7,0,1
2,2010,530400,5,5,0,2
3,2010,530400,9,7,2,1
4,2010,530400,8,6,2,1
5,2010,530400,7,7,0,0
6,2010,530400,10,7,3,0
7,2010,530400,11,7,4,1
8,2010,530400,7,6,1,3
9,2010,530400,9,6,3,1
10,2010,530400,6,5,1,2
11,2010,530400,7,7,0,0
12,2010,530400,5,4,1,1
1,2011,530400,7,4,3,4
2,2011,530400,3,3,0,2
1,1999,823304,0,0,0,0
2,1999,823304,0,0,0,0
3,1999,823304,2,2,0,0
4,1999,823304,0,0,0,0
5,1999,823304,1,1,0,0
6,1999,823304,0,0,0,0
7,1999,823304,0,0,0,0
8,1999,823304,0,0,0,0
9,1999,823304,1,1,0,0
10,1999,823304,0,0,0,0
11,1999,823304,1,1,0,0
12,1999,823304,1,1,0,0
1,2000,823304,0,0,0,0
2,2000,823304,0,0,0,0
3,2000,823304,0,0,0,0
4,2000,823304,0,0,0,0
5,2000,823304,0,0,0,0
6,2000,823304,0,0,0,0
7,2000,823304,0,0,0,0
8,2000,823304,0,0,0,0
9,2000,823304,0,0,0,0
10,2000,823304,3,3,0,0
11,2000,823304,0,0,0,0
12,2000,823304,1,1,0,0
1,2001,823304,0,0,0,0
2,2001,823304,0,0,0,0
3,2001,823304,2,2,0,0
4,2001,823304,0,0,0,0
5,2001,823304,2,2,0,0
6,2001,823304,0,0,0,0
7,2001,823304,0,0,0,0
8,2001,823304,0,0,0,0
9,2001,823304,1,1,0,0
10,2001,823304,0,0,0,0
11,2001,823304,0,0,0,0
12,2001,823304,3,2,1,0
1,2002,823304,1,1,0,0
2,2002,823304,0,0,0,0
3,2002,823304,0,0,0,0
4,2002,823304,0,0,0,0
5,2002,823304,1,1,0,0
6,2002,823304,3,3,0,1
7,2002,823304,0,0,0,0
8,2002,823304,0,0,0,0
9,2002,823304,0,0,0,0
10,2002,823304,3,3,0,0
11,2002,823304,0,0,0,0
12,2002,823304,0,0,0,0
1,2003,823304,0,0,0,1
2,2003,823304,0,0,0,0
3,2003,823304,0,0,0,0
4,2003,823304,0,0,0,0
5,2003,823304,0,0,0,1
6,2003,823304,1,0,1,0
7,2003,823304,1,1,0,0
8,2003,823304,1,1,0,0
9,2003,823304,2,2,0,1
10,2003,823304,0,0,0,0
11,2003,823304,0,0,0,0
12,2003,823304,0,0,0,0
1,2004,823304,0,0,0,0
2,2004,823304,0,0,0,0
3,2004,823304,1,1,0,0
4,2004,823304,0,0,0,0
5,2004,823304,0,0,0,1
6,2004,823304,1,1,0,1
7,2004,823304,1,1,0,1
8,2004,823304,0,0,0,0
9,2004,823304,0,0,0,0
10,2004,823304,1,1,0,2
11,2004,823304,0,0,0,0
12,2004,823304,0,0,0,0
1,2005,823304,0,0,0,0
2,2005,823304,0,0,0,0
3,2005,823304,0,0,0,0
4,2005,823304,0,0,0,0
5,2005,823304,0,0,0,0
6,2005,823304,1,1,0,0
7,2005,823304,0,0,0,0
8,2005,823304,1,1,0,0
9,2005,823304,2,1,1,0
10,2005,823304,0,0,0,0
11,2005,823304,1,0,1,0
12,2005,823304,0,0,0,0
1,2006,823304,0,0,0,0
2,2006,823304,0,0,0,0
3,2006,823304,0,0,0,0
4,2006,823304,3,2,1,0
5,2006,823304,1,1,0,0
6,2006,823304,0,0,0,0
7,2006,823304,1,1,0,0
8,2006,823304,0,0,0,0
9,2006,823304,0,0,0,1
10,2006,823304,1,1,0,1
11,2006,823304,0,0,0,0
12,2006,823304,0,0,0,0
1,2007,823304,0,0,0,0
2,2007,823304,0,0,0,0
3,2007,823304,0,0,0,0
4,2007,823304,0,0,0,0
5,2007,823304,0,0,0,0
6,2007,823304,1,1,0,0
7,2007,823304,0,0,0,0
8,2007,823304,0,0,0,0
9,2007,823304,0,0,0,0
10,2007,823304,2,2,0,0
11,2007,823304,1,1,0,0
12,2007,823304,0,0,0,0
1,2008,823304,0,0,0,0
2,2008,823304,0,0,0,0
3,2008,823304,0,0,0,0
4,2008,823304,1,1,0,0
5,2008,823304,1,1,0,0
6,2008,823304,0,0,0,0
7,2008,823304,2,2,0,0
8,2008,823304,1,1,0,0
9,2008,823304,0,0,0,0
10,2008,823304,1,1,0,0
11,2008,823304,0,0,0,0
12,2008,823304,0,0,0,0
1,2009,823304,1,1,0,0
2,2009,823304,0,0,0,0
3,2009,823304,0,0,0,0
4,2009,823304,1,1,0,0
5,2009,823304,1,0,1,0
6,2009,823304,1,1,0,0
7,2009,823304,0,0,0,1
8,2009,823304,0,0,0,0
9,2009,823304,0,0,0,0
10,2009,823304,2,2,0,0
11,2009,823304,1,1,0,0
12,2009,823304,0,0,0,0
1,2010,823304,2,1,1,0
2,2010,823304,0,0,0,0
3,2010,823304,0,0,0,0
4,2010,823304,2,2,0,0
5,2010,823304,1,1,0,0
6,2010,823304,3,3,0,0
7,2010,823304,1,1,0,0
8,2010,823304,0,0,0,0
9,2010,823304,0,0,0,0
10,2010,823304,0,0,0,0
11,2010,823304,0,0,0,0
12,2010,823304,0,0,0,0
1,2011,823304,0,0,0,0
2,2011,823304,1,1,0,0
1,1999,530501,14,11,3,3
2,1999,530501,24,19,5,10
3,1999,530501,21,16,5,8
4,1999,530501,28,24,4,10
5,1999,530501,35,24,11,9
6,1999,530501,36,28,8,5
7,1999,530501,39,31,8,10
8,1999,530501,45,31,14,10
9,1999,530501,30,21,9,8
10,1999,530501,40,30,10,9
11,1999,530501,32,22,10,8
12,1999,530501,23,21,2,13
1,2000,530501,28,21,7,17
2,2000,530501,18,12,6,11
3,2000,530501,24,20,4,5
4,2000,530501,31,20,11,6
5,2000,530501,24,14,10,12
6,2000,530501,36,26,10,11
7,2000,530501,37,29,8,15
8,2000,530501,48,40,8,4
9,2000,530501,28,18,10,10
10,2000,530501,26,19,7,4
11,2000,530501,20,14,6,7
12,2000,530501,21,17,4,7
1,2001,530501,32,27,5,16
2,2001,530501,22,18,4,7
3,2001,530501,28,23,5,5
4,2001,530501,22,15,7,7
5,2001,530501,30,23,7,3
6,2001,530501,24,14,10,7
7,2001,530501,28,16,12,8
8,2001,530501,40,32,8,10
9,2001,530501,39,30,9,9
10,2001,530501,34,26,8,4
11,2001,530501,22,17,5,11
12,2001,530501,16,12,4,14
1,2002,530501,19,11,8,16
2,2002,530501,18,11,7,13
3,2002,530501,19,13,6,6
4,2002,530501,23,18,5,12
5,2002,530501,30,19,11,8
6,2002,530501,26,19,7,3
7,2002,530501,30,14,16,6
8,2002,530501,41,34,7,3
9,2002,530501,22,16,6,5
10,2002,530501,30,22,8,9
11,2002,530501,28,20,8,16
12,2002,530501,20,16,4,7
1,2003,530501,23,18,5,13
2,2003,530501,22,17,5,4
3,2003,530501,17,12,5,10
4,2003,530501,23,18,5,7
5,2003,530501,21,15,6,11
6,2003,530501,31,25,6,7
7,2003,530501,24,13,11,3
8,2003,530501,28,23,5,3
9,2003,530501,24,13,11,11
10,2003,530501,21,17,4,12
11,2003,530501,27,21,6,7
12,2003,530501,14,11,3,7
1,2004,530501,11,10,1,12
2,2004,530501,19,12,7,16
3,2004,530501,20,12,8,20
4,2004,530501,21,14,7,9
5,2004,530501,24,16,8,16
6,2004,530501,31,24,7,12
7,2004,530501,28,17,11,8
8,2004,530501,25,16,9,13
9,2004,530501,26,19,7,18
10,2004,530501,25,19,6,17
11,2004,530501,25,22,3,13
12,2004,530501,17,16,1,12
1,2005,530501,17,11,6,20
2,2005,530501,27,22,5,13
3,2005,530501,21,19,2,27
4,2005,530501,26,22,4,11
5,2005,530501,18,12,6,12
6,2005,530501,20,16,4,11
7,2005,530501,33,22,11,22
8,2005,530501,51,43,8,8
9,2005,530501,22,19,3,7
10,2005,530501,37,35,2,15
11,2005,530501,24,21,3,22
12,2005,530501,22,20,2,11
1,2006,530501,34,29,5,21
2,2006,530501,19,13,6,10
3,2006,530501,18,11,7,4
4,2006,530501,22,14,8,20
5,2006,530501,25,20,5,9
6,2006,530501,36,28,8,13
7,2006,530501,29,25,4,13
8,2006,530501,31,26,5,8
9,2006,530501,20,17,3,15
10,2006,530501,28,26,2,10
11,2006,530501,20,15,5,10
12,2006,530501,16,15,1,12
1,2007,530501,22,19,3,14
2,2007,530501,17,14,3,16
3,2007,530501,18,17,1,32
4,2007,530501,13,11,2,12
5,2007,530501,20,16,4,13
6,2007,530501,26,24,2,27
7,2007,530501,36,28,8,15
8,2007,530501,29,19,10,5
9,2007,530501,27,22,5,7
10,2007,530501,25,22,3,12
11,2007,530501,15,12,3,9
12,2007,530501,33,27,6,14
1,2008,530501,23,20,3,9
2,2008,530501,32,29,3,6
3,2008,530501,17,15,2,7
4,2008,530501,33,27,6,7
5,2008,530501,30,27,3,3
6,2008,530501,22,19,3,10
7,2008,530501,28,22,6,6
8,2008,530501,30,23,7,4
9,2008,530501,28,23,5,1
10,2008,530501,22,22,0,5
11,2008,530501,29,25,4,3
12,2008,530501,23,22,1,5
1,2009,530501,34,32,2,5
2,2009,530501,16,14,2,8
3,2009,530501,25,23,2,6
4,2009,530501,28,23,5,6
